instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,date
8243,2011-12-15,winter,2011,Dec,2,No,Thr,Yes,Moderate,13.0,17.0,70.0,9.0,2,5,7,15
8244,2011-12-15,winter,2011,Dec,3,No,Thr,Yes,Moderate,13.0,17.0,70.0,9.0,1,2,3,15
8245,2011-12-15,winter,2011,Dec,4,No,Thr,Yes,Moderate,13.0,15.0,70.0,15.0,0,6,6,15
8246,2011-12-15,winter,2011,Dec,5,No,Thr,Yes,Moderate,13.0,15.0,70.0,19.0,0,24,24,15
8247,2011-12-15,winter,2011,Dec,6,No,Thr,Yes,Normal,13.0,16.0,66.0,13.0,2,90,92,15
8248,2011-12-15,winter,2011,Dec,7,No,Thr,Yes,Normal,13.0,16.0,70.0,13.0,6,252,258,15
8249,2011-12-15,winter,2011,Dec,8,No,Thr,Yes,Moderate,14.0,16.0,66.0,15.0,8,449,457,15
8250,2011-12-15,winter,2011,Dec,9,No,Thr,Yes,Moderate,15.0,17.0,62.0,19.0,6,274,280,15
8251,2011-12-15,winter,2011,Dec,10,No,Thr,Yes,Moderate,16.0,20.0,58.0,20.0,4,105,109,15
8252,2011-12-15,winter,2011,Dec,11,No,Thr,Yes,Moderate,16.0,20.0,62.0,28.0,9,126,135,15
8253,2011-12-15,winter,2011,Dec,12,No,Thr,Yes,Moderate,19.0,23.0,59.0,32.0,17,140,157,15
8254,2011-12-15,winter,2011,Dec,13,No,Thr,Yes,Moderate,20.0,24.0,55.0,24.0,14,150,164,15
8255,2011-12-15,winter,2011,Dec,14,No,Thr,Yes,Moderate,21.0,25.0,52.0,22.0,8,124,132,15
8256,2011-12-15,winter,2011,Dec,15,No,Thr,Yes,Caution,21.0,25.0,55.0,15.0,6,76,82,15
8257,2011-12-15,winter,2011,Dec,16,No,Thr,Yes,Caution,19.0,23.0,72.0,11.0,7,124,131,15
8258,2011-12-15,winter,2011,Dec,17,No,Thr,Yes,Moderate,21.0,25.0,59.0,19.0,14,310,324,15
8259,2011-12-15,winter,2011,Dec,18,No,Thr,Yes,Moderate,21.0,25.0,59.0,20.0,14,363,377,15
8260,2011-12-15,winter,2011,Dec,19,No,Thr,Yes,Moderate,21.0,25.0,59.0,19.0,13,274,287,15
8261,2011-12-15,winter,2011,Dec,20,No,Thr,Yes,Normal,21.0,25.0,59.0,22.0,12,209,221,15
8262,2011-12-15,winter,2011,Dec,21,No,Thr,Yes,Normal,20.0,24.0,63.0,20.0,10,145,155,15
8263,2011-12-15,winter,2011,Dec,22,No,Thr,Yes,Normal,21.0,25.0,63.0,22.0,8,116,124,15
8264,2011-12-15,winter,2011,Dec,23,No,Thr,Yes,Normal,21.0,25.0,63.0,22.0,10,104,114,15
8265,2011-12-16,winter,2011,Dec,0,No,Fri,Yes,Normal,20.0,24.0,72.0,22.0,12,60,72,16
8266,2011-12-16,winter,2011,Dec,1,No,Fri,Yes,Normal,20.0,24.0,72.0,15.0,3,28,31,16
8267,2011-12-16,winter,2011,Dec,2,No,Fri,Yes,Normal,20.0,23.0,77.0,7.0,0,23,23,16
8268,2011-12-16,winter,2011,Dec,3,No,Fri,Yes,Normal,19.0,23.0,82.0,9.0,2,3,5,16
8269,2011-12-16,winter,2011,Dec,4,No,Fri,Yes,Moderate,20.0,24.0,59.0,13.0,1,4,5,16
8270,2011-12-16,winter,2011,Dec,5,No,Fri,Yes,Normal,20.0,23.0,44.0,26.0,0,26,26,16
8271,2011-12-16,winter,2011,Dec,6,No,Fri,Yes,Moderate,18.0,22.0,33.0,20.0,2,80,82,16
8272,2011-12-16,winter,2011,Dec,7,No,Fri,Yes,Moderate,16.0,20.0,46.0,20.0,5,226,231,16
8273,2011-12-16,winter,2011,Dec,8,No,Fri,Yes,Normal,15.0,17.0,46.0,28.0,10,449,459,16
8274,2011-12-16,winter,2011,Dec,9,No,Fri,Yes,Normal,15.0,17.0,46.0,26.0,8,235,243,16
8275,2011-12-16,winter,2011,Dec,10,No,Fri,Yes,Normal,14.0,15.0,46.0,20.0,10,122,132,16
8276,2011-12-16,winter,2011,Dec,11,No,Fri,Yes,Moderate,14.0,15.0,42.0,20.0,9,135,144,16
8277,2011-12-16,winter,2011,Dec,12,No,Fri,Yes,Moderate,14.0,15.0,42.0,24.0,10,163,173,16
8278,2011-12-16,winter,2011,Dec,13,No,Fri,Yes,Moderate,14.0,15.0,39.0,24.0,12,125,137,16
8279,2011-12-16,winter,2011,Dec,14,No,Fri,Yes,Moderate,14.0,16.0,42.0,15.0,13,115,128,16
8280,2011-12-16,winter,2011,Dec,15,No,Fri,Yes,Moderate,13.0,15.0,45.0,20.0,12,141,153,16
8281,2011-12-16,winter,2011,Dec,16,No,Fri,Yes,Moderate,13.0,15.0,45.0,15.0,12,212,224,16
8282,2011-12-16,winter,2011,Dec,17,No,Fri,Yes,Moderate,13.0,15.0,45.0,19.0,13,352,365,16
8283,2011-12-16,winter,2011,Dec,18,No,Fri,Yes,Moderate,13.0,15.0,45.0,17.0,10,285,295,16
8284,2011-12-16,winter,2011,Dec,19,No,Fri,Yes,Moderate,13.0,15.0,45.0,15.0,11,203,214,16
8285,2011-12-16,winter,2011,Dec,20,No,Fri,Yes,Moderate,13.0,16.0,45.0,13.0,6,146,152,16
8286,2011-12-16,winter,2011,Dec,21,No,Fri,Yes,Moderate,13.0,16.0,45.0,11.0,7,95,102,16
8287,2011-12-16,winter,2011,Dec,22,No,Fri,Yes,Moderate,12.0,15.0,49.0,11.0,6,100,106,16
8288,2011-12-16,winter,2011,Dec,23,No,Fri,Yes,Moderate,12.0,15.0,49.0,9.0,4,71,75,16
8289,2011-12-17,winter,2011,Dec,0,No,Sat,No,Normal,12.0,14.0,49.0,19.0,3,59,62,17
8290,2011-12-17,winter,2011,Dec,1,No,Sat,No,Moderate,12.0,14.0,52.0,17.0,4,39,43,17
8291,2011-12-17,winter,2011,Dec,2,No,Sat,No,Moderate,11.0,14.0,56.0,15.0,11,47,58,17
8292,2011-12-17,winter,2011,Dec,3,No,Sat,No,Normal,11.0,13.0,60.0,13.0,4,22,26,17
8293,2011-12-17,winter,2011,Dec,4,No,Sat,No,Normal,10.0,12.0,65.0,11.0,0,9,9,17
8294,2011-12-17,winter,2011,Dec,5,No,Sat,No,Moderate,11.0,13.0,60.0,13.0,2,7,9,17
8295,2011-12-17,winter,2011,Dec,6,No,Sat,No,Moderate,11.0,12.0,56.0,19.0,0,17,17,17
8296,2011-12-17,winter,2011,Dec,7,No,Sat,No,Moderate,11.0,13.0,56.0,15.0,0,20,20,17
8297,2011-12-17,winter,2011,Dec,8,No,Sat,No,Moderate,11.0,13.0,56.0,15.0,4,55,59,17
8298,2011-12-17,winter,2011,Dec,9,No,Sat,No,Moderate,11.0,12.0,56.0,17.0,5,95,100,17
8299,2011-12-17,winter,2011,Dec,10,No,Sat,No,Moderate,11.0,12.0,52.0,19.0,10,171,181,17
8300,2011-12-17,winter,2011,Dec,11,No,Sat,No,Moderate,11.0,13.0,45.0,22.0,21,188,209,17
8301,2011-12-17,winter,2011,Dec,12,No,Sat,No,Moderate,11.0,13.0,45.0,19.0,28,216,244,17
8302,2011-12-17,winter,2011,Dec,13,No,Sat,No,Moderate,11.0,14.0,48.0,17.0,32,204,236,17
8303,2011-12-17,winter,2011,Dec,14,No,Sat,No,Normal,11.0,13.0,45.0,24.0,30,207,237,17
8304,2011-12-17,winter,2011,Dec,15,No,Sat,No,Normal,11.0,13.0,45.0,19.0,33,195,228,17
8305,2011-12-17,winter,2011,Dec,16,No,Sat,No,Normal,11.0,14.0,45.0,15.0,30,192,222,17
8306,2011-12-17,winter,2011,Dec,17,No,Sat,No,Normal,11.0,13.0,48.0,15.0,12,153,165,17
8307,2011-12-17,winter,2011,Dec,18,No,Sat,No,Normal,11.0,11.0,48.0,26.0,7,150,157,17
8308,2011-12-17,winter,2011,Dec,19,No,Sat,No,Caution,10.0,11.0,65.0,22.0,11,95,106,17
8309,2011-12-17,winter,2011,Dec,20,No,Sat,No,Normal,9.0,11.0,69.0,17.0,7,99,106,17
8310,2011-12-17,winter,2011,Dec,21,No,Sat,No,Normal,8.0,11.0,75.0,11.0,8,88,96,17
8311,2011-12-17,winter,2011,Dec,22,No,Sat,No,Normal,8.0,11.0,75.0,11.0,7,73,80,17
8312,2011-12-17,winter,2011,Dec,23,No,Sat,No,Normal,8.0,11.0,75.0,0.0,6,63,69,17
8313,2011-12-18,winter,2011,Dec,0,No,Sun,No,Normal,8.0,11.0,75.0,9.0,7,64,71,18
8314,2011-12-18,winter,2011,Dec,1,No,Sun,No,Normal,8.0,11.0,69.0,7.0,3,43,46,18
8315,2011-12-18,winter,2011,Dec,2,No,Sun,No,Normal,9.0,12.0,55.0,7.0,2,39,41,18
8316,2011-12-18,winter,2011,Dec,3,No,Sun,No,Normal,9.0,11.0,55.0,15.0,2,16,18,18
8317,2011-12-18,winter,2011,Dec,4,No,Sun,No,Normal,9.0,11.0,55.0,15.0,0,1,1,18
8318,2011-12-18,winter,2011,Dec,5,No,Sun,No,Normal,8.0,11.0,59.0,7.0,1,4,5,18
8319,2011-12-18,winter,2011,Dec,6,No,Sun,No,Normal,8.0,11.0,59.0,9.0,0,3,3,18
8320,2011-12-18,winter,2011,Dec,7,No,Sun,No,Normal,8.0,11.0,59.0,11.0,1,11,12,18
8321,2011-12-18,winter,2011,Dec,8,No,Sun,No,Normal,8.0,13.0,69.0,0.0,1,31,32,18
8322,2011-12-18,winter,2011,Dec,9,No,Sun,No,Normal,9.0,11.0,64.0,11.0,6,75,81,18
8323,2011-12-18,winter,2011,Dec,10,No,Sun,No,Normal,10.0,11.0,60.0,17.0,7,122,129,18
8324,2011-12-18,winter,2011,Dec,11,No,Sun,No,Moderate,10.0,11.0,60.0,15.0,20,168,188,18
8325,2011-12-18,winter,2011,Dec,12,No,Sun,No,Normal,11.0,13.0,60.0,15.0,26,202,228,18
8326,2011-12-18,winter,2011,Dec,13,No,Sun,No,Normal,12.0,14.0,49.0,20.0,18,210,228,18
8327,2011-12-18,winter,2011,Dec,14,No,Sun,No,Normal,12.0,14.0,49.0,19.0,19,200,219,18
8328,2011-12-18,winter,2011,Dec,15,No,Sun,No,Normal,13.0,15.0,45.0,19.0,23,184,207,18
8329,2011-12-18,winter,2011,Dec,16,No,Sun,No,Normal,11.0,14.0,48.0,17.0,27,207,234,18
8330,2011-12-18,winter,2011,Dec,17,No,Sun,No,Normal,11.0,14.0,46.0,11.0,10,126,136,18
8331,2011-12-18,winter,2011,Dec,18,No,Sun,No,Normal,11.0,14.0,45.0,13.0,15,123,138,18
8332,2011-12-18,winter,2011,Dec,19,No,Sun,No,Normal,11.0,14.0,52.0,9.0,5,130,135,18
8333,2011-12-18,winter,2011,Dec,20,No,Sun,No,Normal,10.0,13.0,60.0,7.0,10,94,104,18
8334,2011-12-18,winter,2011,Dec,21,No,Sun,No,Normal,9.0,14.0,64.0,0.0,9,80,89,18
8335,2011-12-18,winter,2011,Dec,22,No,Sun,No,Normal,9.0,11.0,75.0,13.0,2,47,49,18
8336,2011-12-18,winter,2011,Dec,23,No,Sun,No,Normal,8.0,11.0,75.0,7.0,6,31,37,18
8337,2011-12-19,winter,2011,Dec,0,No,Mon,Yes,Normal,8.0,11.0,75.0,6.0,3,14,17,19
8338,2011-12-19,winter,2011,Dec,1,No,Mon,Yes,Normal,7.0,11.0,80.0,6.0,3,8,11,19
8339,2011-12-19,winter,2011,Dec,2,No,Mon,Yes,Normal,7.0,11.0,80.0,6.0,0,3,3,19
8340,2011-12-19,winter,2011,Dec,3,No,Mon,Yes,Normal,7.0,10.0,86.0,6.0,0,3,3,19
8341,2011-12-19,winter,2011,Dec,4,No,Mon,Yes,Normal,7.0,9.0,86.0,9.0,0,4,4,19
8342,2011-12-19,winter,2011,Dec,5,No,Mon,Yes,Normal,6.0,8.0,93.0,7.0,0,21,21,19
8343,2011-12-19,winter,2011,Dec,6,No,Mon,Yes,Normal,7.0,9.0,86.0,7.0,0,68,68,19
8344,2011-12-19,winter,2011,Dec,7,No,Mon,Yes,Normal,7.0,11.0,74.0,7.0,4,187,191,19
8345,2011-12-19,winter,2011,Dec,8,No,Mon,Yes,Normal,8.0,10.0,75.0,13.0,8,389,397,19
8346,2011-12-19,winter,2011,Dec,9,No,Mon,Yes,Normal,9.0,11.0,69.0,15.0,17,166,183,19
8347,2011-12-19,winter,2011,Dec,10,No,Mon,Yes,Normal,10.0,11.0,67.0,13.0,12,96,108,19
8348,2011-12-19,winter,2011,Dec,11,No,Mon,Yes,Normal,11.0,12.0,65.0,17.0,22,105,127,19
8349,2011-12-19,winter,2011,Dec,12,No,Mon,Yes,Normal,12.0,14.0,61.0,22.0,13,128,141,19
8350,2011-12-19,winter,2011,Dec,13,No,Mon,Yes,Normal,14.0,15.0,49.0,22.0,15,127,142,19
8351,2011-12-19,winter,2011,Dec,14,No,Mon,Yes,Normal,15.0,17.0,46.0,15.0,30,107,137,19
8352,2011-12-19,winter,2011,Dec,15,No,Mon,Yes,Normal,16.0,20.0,46.0,11.0,24,135,159,19
8353,2011-12-19,winter,2011,Dec,16,No,Mon,Yes,Normal,16.0,20.0,40.0,17.0,19,189,208,19
8354,2011-12-19,winter,2011,Dec,17,No,Mon,Yes,Normal,16.0,20.0,46.0,13.0,16,362,378,19
8355,2011-12-19,winter,2011,Dec,18,No,Mon,Yes,Normal,15.0,17.0,50.0,13.0,11,343,354,19
8356,2011-12-19,winter,2011,Dec,19,No,Mon,Yes,Moderate,15.0,17.0,53.0,11.0,17,234,251,19
8357,2011-12-19,winter,2011,Dec,20,No,Mon,Yes,Normal,16.0,20.0,40.0,11.0,9,197,206,19
8358,2011-12-19,winter,2011,Dec,21,No,Mon,Yes,Moderate,15.0,17.0,53.0,9.0,15,112,127,19
8359,2011-12-19,winter,2011,Dec,22,No,Mon,Yes,Moderate,15.0,17.0,57.0,11.0,12,95,107,19
8360,2011-12-19,winter,2011,Dec,23,No,Mon,Yes,Normal,15.0,17.0,53.0,11.0,10,50,60,19
8361,2011-12-20,winter,2011,Dec,0,No,Tue,Yes,Normal,15.0,18.0,57.0,7.0,0,21,21,20
8362,2011-12-20,winter,2011,Dec,1,No,Tue,Yes,Normal,15.0,19.0,53.0,0.0,0,6,6,20
8363,2011-12-20,winter,2011,Dec,2,No,Tue,Yes,Moderate,14.0,18.0,61.0,0.0,1,10,11,20
8364,2011-12-20,winter,2011,Dec,3,No,Tue,Yes,Moderate,14.0,18.0,61.0,0.0,1,1,2,20
8365,2011-12-20,winter,2011,Dec,4,No,Tue,Yes,Moderate,15.0,18.0,53.0,7.0,0,4,4,20
8366,2011-12-20,winter,2011,Dec,5,No,Tue,Yes,Moderate,15.0,19.0,57.0,0.0,0,15,15,20
8367,2011-12-20,winter,2011,Dec,6,No,Tue,Yes,Moderate,15.0,19.0,57.0,0.0,1,71,72,20
8368,2011-12-20,winter,2011,Dec,7,No,Tue,Yes,Moderate,15.0,19.0,62.0,0.0,7,261,268,20
8369,2011-12-20,winter,2011,Dec,8,No,Tue,Yes,Moderate,17.0,21.0,54.0,6.0,10,422,432,20
8370,2011-12-20,winter,2011,Dec,9,No,Tue,Yes,Moderate,15.0,19.0,66.0,0.0,14,245,259,20
8371,2011-12-20,winter,2011,Dec,10,No,Tue,Yes,Moderate,17.0,21.0,58.0,13.0,20,109,129,20
8372,2011-12-20,winter,2011,Dec,11,No,Tue,Yes,Moderate,16.0,20.0,62.0,11.0,13,116,129,20
8373,2011-12-20,winter,2011,Dec,12,No,Tue,Yes,Moderate,18.0,22.0,54.0,9.0,16,159,175,20
8374,2011-12-20,winter,2011,Dec,13,No,Tue,Yes,Moderate,18.0,22.0,54.0,9.0,18,163,181,20
8375,2011-12-20,winter,2011,Dec,14,No,Tue,Yes,Moderate,18.0,22.0,58.0,7.0,11,127,138,20
8376,2011-12-20,winter,2011,Dec,15,No,Tue,Yes,Moderate,18.0,22.0,54.0,0.0,15,139,154,20
8377,2011-12-20,winter,2011,Dec,16,No,Tue,Yes,Normal,18.0,22.0,54.0,0.0,20,218,238,20
8378,2011-12-20,winter,2011,Dec,17,No,Tue,Yes,Normal,16.0,20.0,62.0,11.0,14,417,431,20
8379,2011-12-20,winter,2011,Dec,18,No,Tue,Yes,Normal,16.0,20.0,66.0,13.0,26,385,411,20
8380,2011-12-20,winter,2011,Dec,19,No,Tue,Yes,Normal,16.0,20.0,66.0,0.0,6,218,224,20
8381,2011-12-20,winter,2011,Dec,20,No,Tue,Yes,Normal,15.0,19.0,66.0,0.0,3,144,147,20
8382,2011-12-20,winter,2011,Dec,21,No,Tue,Yes,Normal,15.0,18.0,66.0,6.0,4,139,143,20
8383,2011-12-20,winter,2011,Dec,22,No,Tue,Yes,Moderate,15.0,19.0,66.0,0.0,3,104,107,20
8384,2011-12-20,winter,2011,Dec,23,No,Tue,Yes,Moderate,16.0,20.0,62.0,0.0,13,40,53,20
8385,2011-12-21,springer,2011,Dec,0,No,Wed,Yes,Moderate,14.0,17.0,71.0,9.0,7,18,25,21
8386,2011-12-21,springer,2011,Dec,1,No,Wed,Yes,Moderate,15.0,18.0,66.0,7.0,1,10,11,21
8387,2011-12-21,springer,2011,Dec,2,No,Wed,Yes,Moderate,15.0,19.0,71.0,0.0,0,4,4,21
8388,2011-12-21,springer,2011,Dec,3,No,Wed,Yes,Moderate,15.0,19.0,71.0,0.0,0,2,2,21
8389,2011-12-21,springer,2011,Dec,4,No,Wed,Yes,Moderate,15.0,19.0,71.0,0.0,0,2,2,21
8390,2011-12-21,springer,2011,Dec,5,No,Wed,Yes,Moderate,16.0,20.0,82.0,7.0,0,28,28,21
8391,2011-12-21,springer,2011,Dec,6,No,Wed,Yes,Moderate,15.0,19.0,87.0,0.0,1,75,76,21
8392,2011-12-21,springer,2011,Dec,7,No,Wed,Yes,Moderate,15.0,18.0,87.0,7.0,5,224,229,21
8393,2011-12-21,springer,2011,Dec,8,No,Wed,Yes,Caution,15.0,19.0,93.0,0.0,12,393,405,21
8394,2011-12-21,springer,2011,Dec,9,No,Wed,Yes,Moderate,16.0,20.0,87.0,15.0,14,220,234,21
8395,2011-12-21,springer,2011,Dec,10,No,Wed,Yes,Moderate,20.0,23.0,82.0,28.0,6,83,89,21
8396,2011-12-21,springer,2011,Dec,11,No,Wed,Yes,Moderate,20.0,23.0,82.0,28.0,3,53,56,21
8397,2011-12-21,springer,2011,Dec,12,No,Wed,Yes,Caution,19.0,23.0,88.0,26.0,3,58,61,21
8398,2011-12-21,springer,2011,Dec,13,No,Wed,Yes,Caution,18.0,22.0,94.0,20.0,3,55,58,21
8399,2011-12-21,springer,2011,Dec,14,No,Wed,Yes,Moderate,20.0,23.0,88.0,24.0,11,40,51,21
8400,2011-12-21,springer,2011,Dec,15,No,Wed,Yes,Moderate,20.0,23.0,88.0,26.0,4,57,61,21
8401,2011-12-21,springer,2011,Dec,16,No,Wed,Yes,Caution,18.0,22.0,100.0,22.0,6,95,101,21
8402,2011-12-21,springer,2011,Dec,17,No,Wed,Yes,Caution,18.0,22.0,100.0,22.0,3,226,229,21
8403,2011-12-21,springer,2011,Dec,18,No,Wed,Yes,Moderate,18.0,22.0,100.0,20.0,2,278,280,21
8404,2011-12-21,springer,2011,Dec,19,No,Wed,Yes,Moderate,20.0,24.0,94.0,22.0,9,200,209,21
8405,2011-12-21,springer,2011,Dec,20,No,Wed,Yes,Moderate,20.0,24.0,94.0,24.0,5,162,167,21
8406,2011-12-21,springer,2011,Dec,21,No,Wed,Yes,Normal,20.0,24.0,88.0,19.0,9,114,123,21
8407,2011-12-21,springer,2011,Dec,22,No,Wed,Yes,Normal,20.0,24.0,88.0,17.0,3,102,105,21
8408,2011-12-21,springer,2011,Dec,23,No,Wed,Yes,Normal,20.0,24.0,88.0,13.0,0,54,54,21
8409,2011-12-22,springer,2011,Dec,0,No,Thr,Yes,Moderate,20.0,24.0,82.0,7.0,3,24,27,22
8410,2011-12-22,springer,2011,Dec,1,No,Thr,Yes,Normal,18.0,22.0,94.0,6.0,0,15,15,22
8411,2011-12-22,springer,2011,Dec,2,No,Thr,Yes,Normal,20.0,23.0,82.0,7.0,1,10,11,22
8412,2011-12-22,springer,2011,Dec,3,No,Thr,Yes,Normal,18.0,22.0,67.0,11.0,0,6,6,22
8413,2011-12-22,springer,2011,Dec,4,No,Thr,Yes,Normal,16.0,20.0,82.0,9.0,0,3,3,22
8414,2011-12-22,springer,2011,Dec,5,No,Thr,Yes,Normal,16.0,20.0,82.0,0.0,1,15,16,22
8415,2011-12-22,springer,2011,Dec,6,No,Thr,Yes,Normal,15.0,19.0,87.0,0.0,1,63,64,22
8416,2011-12-22,springer,2011,Dec,7,No,Thr,Yes,Normal,14.0,18.0,93.0,0.0,4,182,186,22
8417,2011-12-22,springer,2011,Dec,8,No,Thr,Yes,Moderate,15.0,19.0,87.0,0.0,10,333,343,22
8418,2011-12-22,springer,2011,Dec,9,No,Thr,Yes,Moderate,16.0,20.0,87.0,6.0,10,218,228,22
8419,2011-12-22,springer,2011,Dec,10,No,Thr,Yes,Moderate,16.0,20.0,82.0,6.0,13,128,141,22
8420,2011-12-22,springer,2011,Dec,11,No,Thr,Yes,Moderate,18.0,22.0,77.0,0.0,10,135,145,22
8421,2011-12-22,springer,2011,Dec,12,No,Thr,Yes,Moderate,20.0,23.0,55.0,0.0,22,180,202,22
8422,2011-12-22,springer,2011,Dec,13,No,Thr,Yes,Moderate,19.0,23.0,63.0,0.0,21,167,188,22
8423,2011-12-22,springer,2011,Dec,14,No,Thr,Yes,Moderate,19.0,23.0,63.0,0.0,23,136,159,22
8424,2011-12-22,springer,2011,Dec,15,No,Thr,Yes,Moderate,20.0,23.0,59.0,0.0,28,186,214,22
8425,2011-12-22,springer,2011,Dec,16,No,Thr,Yes,Moderate,19.0,23.0,63.0,0.0,30,226,256,22
8426,2011-12-22,springer,2011,Dec,17,No,Thr,Yes,Moderate,18.0,22.0,67.0,11.0,24,332,356,22
8427,2011-12-22,springer,2011,Dec,18,No,Thr,Yes,Moderate,18.0,22.0,62.0,6.0,11,277,288,22
8428,2011-12-22,springer,2011,Dec,19,No,Thr,Yes,Moderate,18.0,22.0,62.0,0.0,12,130,142,22
8429,2011-12-22,springer,2011,Dec,20,No,Thr,Yes,Caution,17.0,21.0,71.0,0.0,0,33,33,22
8430,2011-12-22,springer,2011,Dec,21,No,Thr,Yes,Caution,17.0,21.0,71.0,0.0,2,15,17,22
8431,2011-12-22,springer,2011,Dec,22,No,Thr,Yes,Caution,15.0,18.0,93.0,7.0,0,17,17,22
8432,2011-12-22,springer,2011,Dec,23,No,Thr,Yes,Caution,16.0,20.0,87.0,0.0,1,10,11,22
8433,2011-12-23,springer,2011,Dec,0,No,Fri,Yes,Caution,16.0,20.0,87.0,13.0,2,7,9,23
8434,2011-12-23,springer,2011,Dec,1,No,Fri,Yes,Caution,16.0,20.0,87.0,13.0,1,11,12,23
8435,2011-12-23,springer,2011,Dec,2,No,Fri,Yes,Caution,16.0,20.0,94.0,9.0,1,12,13,23
8436,2011-12-23,springer,2011,Dec,3,No,Fri,Yes,Caution,16.0,20.0,94.0,9.0,0,4,4,23
8437,2011-12-23,springer,2011,Dec,4,No,Fri,Yes,Caution,16.0,20.0,94.0,19.0,0,2,2,23
8438,2011-12-23,springer,2011,Dec,5,No,Fri,Yes,Normal,15.0,17.0,93.0,13.0,0,8,8,23
8439,2011-12-23,springer,2011,Dec,6,No,Fri,Yes,Normal,16.0,20.0,82.0,17.0,0,40,40,23
8440,2011-12-23,springer,2011,Dec,7,No,Fri,Yes,Normal,16.0,20.0,82.0,15.0,4,88,92,23
8441,2011-12-23,springer,2011,Dec,8,No,Fri,Yes,Normal,16.0,20.0,76.0,17.0,9,173,182,23
8442,2011-12-23,springer,2011,Dec,9,No,Fri,Yes,Normal,16.0,20.0,66.0,20.0,4,152,156,23
8443,2011-12-23,springer,2011,Dec,10,No,Fri,Yes,Normal,16.0,20.0,62.0,24.0,8,96,104,23
8444,2011-12-23,springer,2011,Dec,11,No,Fri,Yes,Normal,16.0,20.0,58.0,30.0,26,148,174,23
8445,2011-12-23,springer,2011,Dec,12,No,Fri,Yes,Normal,16.0,20.0,54.0,32.0,14,156,170,23
8446,2011-12-23,springer,2011,Dec,13,No,Fri,Yes,Normal,16.0,20.0,50.0,31.0,17,177,194,23
8447,2011-12-23,springer,2011,Dec,14,No,Fri,Yes,Normal,16.0,20.0,54.0,28.0,23,177,200,23
8448,2011-12-23,springer,2011,Dec,15,No,Fri,Yes,Normal,16.0,20.0,54.0,24.0,12,191,203,23
8449,2011-12-23,springer,2011,Dec,16,No,Fri,Yes,Normal,16.0,20.0,50.0,20.0,15,166,181,23
8450,2011-12-23,springer,2011,Dec,17,No,Fri,Yes,Normal,15.0,17.0,53.0,15.0,11,129,140,23
8451,2011-12-23,springer,2011,Dec,18,No,Fri,Yes,Normal,15.0,17.0,50.0,17.0,4,91,95,23
8452,2011-12-23,springer,2011,Dec,19,No,Fri,Yes,Normal,14.0,17.0,53.0,13.0,1,75,76,23
8453,2011-12-23,springer,2011,Dec,20,No,Fri,Yes,Normal,13.0,15.0,61.0,22.0,3,47,50,23
8454,2011-12-23,springer,2011,Dec,21,No,Fri,Yes,Normal,13.0,15.0,61.0,15.0,0,32,32,23
8455,2011-12-23,springer,2011,Dec,22,No,Fri,Yes,Normal,13.0,16.0,66.0,13.0,4,43,47,23
8456,2011-12-23,springer,2011,Dec,23,No,Fri,Yes,Normal,13.0,17.0,66.0,9.0,4,21,25,23
8457,2011-12-24,springer,2011,Dec,0,No,Sat,No,Moderate,13.0,16.0,70.0,11.0,3,20,23,24
8458,2011-12-24,springer,2011,Dec,1,No,Sat,No,Moderate,13.0,17.0,66.0,0.0,1,15,16,24
8459,2011-12-24,springer,2011,Dec,2,No,Sat,No,Moderate,13.0,17.0,66.0,6.0,4,22,26,24
8460,2011-12-24,springer,2011,Dec,3,No,Sat,No,Moderate,13.0,17.0,70.0,6.0,0,5,5,24
8461,2011-12-24,springer,2011,Dec,4,No,Sat,No,Moderate,13.0,16.0,66.0,11.0,0,3,3,24
8462,2011-12-24,springer,2011,Dec,5,No,Sat,No,Moderate,13.0,16.0,66.0,11.0,1,3,4,24
8463,2011-12-24,springer,2011,Dec,6,No,Sat,No,Moderate,12.0,15.0,75.0,11.0,0,10,10,24
8464,2011-12-24,springer,2011,Dec,7,No,Sat,No,Normal,12.0,14.0,70.0,24.0,0,10,10,24
8465,2011-12-24,springer,2011,Dec,8,No,Sat,No,Normal,11.0,14.0,70.0,13.0,0,27,27,24
8466,2011-12-24,springer,2011,Dec,9,No,Sat,No,Normal,12.0,14.0,45.0,28.0,3,53,56,24
8467,2011-12-24,springer,2011,Dec,10,No,Sat,No,Normal,12.0,13.0,42.0,32.0,4,52,56,24
8468,2011-12-24,springer,2011,Dec,11,No,Sat,No,Normal,13.0,14.0,39.0,24.0,9,62,71,24
8469,2011-12-24,springer,2011,Dec,12,No,Sat,No,Normal,14.0,16.0,39.0,19.0,15,79,94,24
8470,2011-12-24,springer,2011,Dec,13,No,Sat,No,Normal,14.0,15.0,39.0,20.0,24,97,121,24
8471,2011-12-24,springer,2011,Dec,14,No,Sat,No,Normal,14.0,15.0,39.0,20.0,15,70,85,24
8472,2011-12-24,springer,2011,Dec,15,No,Sat,No,Normal,13.0,15.0,39.0,15.0,15,82,97,24
8473,2011-12-24,springer,2011,Dec,16,No,Sat,No,Normal,13.0,16.0,42.0,13.0,25,74,99,24
8474,2011-12-24,springer,2011,Dec,17,No,Sat,No,Normal,11.0,14.0,45.0,9.0,15,53,68,24
