instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,date
473,2012-04-17,summer,2012,Apr,No,Tue,Yes,Normal,25.0,30.0,39.0,18.0,989,5702,6691,17
474,2012-04-18,summer,2012,Apr,No,Wed,Yes,Moderate,19.0,23.0,57.0,11.0,347,4020,4367,18
475,2012-04-19,summer,2012,Apr,No,Thr,Yes,Normal,20.0,25.0,61.0,4.0,846,5719,6565,19
476,2012-04-20,summer,2012,Apr,No,Fri,Yes,Normal,22.0,26.0,69.0,10.0,1340,5950,7290,20
477,2012-04-21,summer,2012,Apr,No,Sat,No,Normal,23.0,27.0,68.0,19.0,2541,4083,6624,21
478,2012-04-22,summer,2012,Apr,No,Sun,No,Caution,16.0,19.0,84.0,23.0,120,907,1027,22
479,2012-04-23,summer,2012,Apr,No,Mon,Yes,Moderate,13.0,15.0,77.0,20.0,195,3019,3214,23
480,2012-04-24,summer,2012,Apr,No,Tue,Yes,Normal,17.0,20.0,45.0,17.0,518,5115,5633,24
481,2012-04-25,summer,2012,Apr,No,Wed,Yes,Normal,20.0,24.0,43.0,8.0,655,5541,6196,25
482,2012-04-26,summer,2012,Apr,No,Thr,Yes,Moderate,20.0,24.0,76.0,12.0,475,4551,5026,26
483,2012-04-27,summer,2012,Apr,No,Fri,Yes,Normal,19.0,23.0,40.0,23.0,1014,5219,6233,27
484,2012-04-28,summer,2012,Apr,No,Sat,No,Moderate,15.0,19.0,49.0,9.0,1120,3100,4220,28
485,2012-04-29,summer,2012,Apr,No,Sun,No,Normal,19.0,23.0,59.0,8.0,2229,4075,6304,29
486,2012-04-30,summer,2012,Apr,No,Mon,Yes,Moderate,19.0,23.0,57.0,11.0,665,4907,5572,30
487,2012-05-01,summer,2012,May,No,Tue,Yes,Moderate,25.0,29.0,66.0,10.0,653,5087,5740,01
488,2012-05-02,summer,2012,May,No,Wed,Yes,Normal,23.0,27.0,80.0,9.0,667,5502,6169,02
489,2012-05-03,summer,2012,May,No,Thr,Yes,Moderate,23.0,27.0,77.0,9.0,764,5657,6421,03
490,2012-05-04,summer,2012,May,No,Fri,Yes,Normal,26.0,30.0,74.0,11.0,1069,5227,6296,04
491,2012-05-05,summer,2012,May,No,Sat,No,Moderate,25.0,29.0,76.0,10.0,2496,4387,6883,05
492,2012-05-06,summer,2012,May,No,Sun,No,Moderate,23.0,27.0,74.0,10.0,2135,4224,6359,06
493,2012-05-07,summer,2012,May,No,Mon,Yes,Moderate,22.0,26.0,66.0,15.0,1008,5265,6273,07
494,2012-05-08,summer,2012,May,No,Tue,Yes,Moderate,24.0,28.0,69.0,20.0,738,4990,5728,08
495,2012-05-09,summer,2012,May,No,Wed,Yes,Moderate,24.0,28.0,74.0,14.0,620,4097,4717,09
496,2012-05-10,summer,2012,May,No,Thr,Yes,Normal,21.0,25.0,55.0,21.0,1026,5546,6572,10
497,2012-05-11,summer,2012,May,No,Fri,Yes,Normal,22.0,26.0,36.0,16.0,1319,5711,7030,11
498,2012-05-12,summer,2012,May,No,Sat,No,Normal,23.0,27.0,48.0,8.0,2622,4807,7429,12
499,2012-05-13,summer,2012,May,No,Sun,No,Normal,25.0,29.0,58.0,15.0,2172,3946,6118,13
500,2012-05-14,summer,2012,May,No,Mon,Yes,Moderate,24.0,27.0,79.0,14.0,342,2501,2843,14
501,2012-05-15,summer,2012,May,No,Tue,Yes,Moderate,25.0,29.0,79.0,10.0,625,4490,5115,15
502,2012-05-16,summer,2012,May,No,Wed,Yes,Normal,26.0,30.0,70.0,8.0,991,6433,7424,16
503,2012-05-17,summer,2012,May,No,Thr,Yes,Normal,24.0,29.0,52.0,15.0,1242,6142,7384,17
504,2012-05-18,summer,2012,May,No,Fri,Yes,Normal,23.0,28.0,52.0,9.0,1521,6118,7639,18
505,2012-05-19,summer,2012,May,No,Sat,No,Normal,25.0,28.0,46.0,6.0,3410,4884,8294,19
506,2012-05-20,summer,2012,May,No,Sun,No,Normal,25.0,29.0,53.0,17.0,2704,4425,7129,20
507,2012-05-21,summer,2012,May,No,Mon,Yes,Moderate,25.0,28.0,81.0,16.0,630,3729,4359,21
508,2012-05-22,summer,2012,May,No,Tue,Yes,Moderate,25.0,29.0,77.0,8.0,819,5254,6073,22
509,2012-05-23,summer,2012,May,No,Wed,Yes,Moderate,25.0,29.0,77.0,7.0,766,4494,5260,23
510,2012-05-24,summer,2012,May,No,Thr,Yes,Normal,27.0,30.0,72.0,12.0,1059,5711,6770,24
511,2012-05-25,summer,2012,May,No,Fri,Yes,Normal,28.0,31.0,75.0,9.0,1417,5317,6734,25
512,2012-05-26,summer,2012,May,No,Sat,No,Normal,28.0,32.0,73.0,13.0,2855,3681,6536,26
513,2012-05-27,summer,2012,May,No,Sun,No,Normal,28.0,32.0,70.0,14.0,3283,3308,6591,27
514,2012-05-28,summer,2012,May,Yes,Mon,No,Normal,29.0,34.0,68.0,13.0,2557,3486,6043,28
515,2012-05-29,summer,2012,May,No,Tue,Yes,Normal,30.0,34.0,68.0,20.0,880,4863,5743,29
516,2012-05-30,summer,2012,May,No,Wed,Yes,Moderate,27.0,31.0,67.0,9.0,745,6110,6855,30
517,2012-05-31,summer,2012,May,No,Thr,Yes,Normal,28.0,32.0,49.0,13.0,1100,6238,7338,31
518,2012-06-01,summer,2012,Jun,No,Fri,Yes,Moderate,27.0,30.0,76.0,16.0,533,3594,4127,01
519,2012-06-02,summer,2012,Jun,No,Sat,No,Normal,24.0,28.0,55.0,12.0,2795,5325,8120,02
520,2012-06-03,summer,2012,Jun,No,Sun,No,Normal,25.0,29.0,49.0,12.0,2494,5147,7641,03
521,2012-06-04,summer,2012,Jun,No,Mon,Yes,Normal,24.0,29.0,49.0,19.0,1071,5927,6998,04
522,2012-06-05,summer,2012,Jun,No,Tue,Yes,Moderate,22.0,26.0,61.0,14.0,968,6033,7001,05
523,2012-06-06,summer,2012,Jun,No,Wed,Yes,Normal,23.0,27.0,61.0,5.0,1027,6028,7055,06
524,2012-06-07,summer,2012,Jun,No,Thr,Yes,Normal,25.0,28.0,57.0,11.0,1038,6456,7494,07
525,2012-06-08,summer,2012,Jun,No,Fri,Yes,Normal,27.0,30.0,47.0,12.0,1488,6248,7736,08
526,2012-06-09,summer,2012,Jun,No,Sat,No,Normal,29.0,32.0,44.0,10.0,2708,4790,7498,09
527,2012-06-10,summer,2012,Jun,No,Sun,No,Normal,30.0,33.0,54.0,9.0,2224,4374,6598,10
528,2012-06-11,summer,2012,Jun,No,Mon,Yes,Moderate,30.0,33.0,59.0,14.0,1017,5647,6664,11
529,2012-06-12,summer,2012,Jun,No,Tue,Yes,Moderate,27.0,30.0,83.0,14.0,477,4495,4972,12
530,2012-06-13,summer,2012,Jun,No,Wed,Yes,Normal,27.0,31.0,58.0,23.0,1173,6248,7421,13
531,2012-06-14,summer,2012,Jun,No,Thr,Yes,Normal,27.0,31.0,57.0,17.0,1180,6183,7363,14
532,2012-06-15,summer,2012,Jun,No,Fri,Yes,Normal,26.0,30.0,59.0,12.0,1563,6102,7665,15
533,2012-06-16,summer,2012,Jun,No,Sat,No,Normal,26.0,30.0,50.0,11.0,2963,4739,7702,16
534,2012-06-17,summer,2012,Jun,No,Sun,No,Normal,24.0,29.0,60.0,10.0,2634,4344,6978,17
535,2012-06-18,summer,2012,Jun,No,Mon,Yes,Moderate,23.0,27.0,78.0,12.0,653,4446,5099,18
536,2012-06-19,summer,2012,Jun,No,Tue,Yes,Normal,28.0,33.0,69.0,10.0,968,5857,6825,19
537,2012-06-20,summer,2012,Jun,No,Wed,Yes,Normal,32.0,36.0,59.0,8.0,872,5339,6211,20
538,2012-06-21,fall,2012,Jun,No,Thr,Yes,Normal,33.0,38.0,57.0,8.0,778,5127,5905,21
539,2012-06-22,fall,2012,Jun,No,Fri,Yes,Normal,32.0,36.0,57.0,12.0,964,4859,5823,22
540,2012-06-23,fall,2012,Jun,No,Sat,No,Normal,30.0,33.0,53.0,12.0,2657,4801,7458,23
541,2012-06-24,fall,2012,Jun,No,Sun,No,Normal,30.0,34.0,48.0,10.0,2551,4340,6891,24
542,2012-06-25,fall,2012,Jun,No,Mon,Yes,Normal,29.0,33.0,50.0,20.0,1139,5640,6779,25
543,2012-06-26,fall,2012,Jun,No,Tue,Yes,Normal,26.0,30.0,37.0,23.0,1077,6365,7442,26
544,2012-06-27,fall,2012,Jun,No,Wed,Yes,Normal,29.0,32.0,36.0,18.0,1077,6258,7335,27
545,2012-06-28,fall,2012,Jun,No,Thr,Yes,Normal,31.0,34.0,42.0,12.0,921,5958,6879,28
546,2012-06-29,fall,2012,Jun,No,Fri,Yes,Normal,34.0,39.0,49.0,11.0,829,4634,5463,29
547,2012-06-30,fall,2012,Jun,No,Sat,No,Normal,31.0,34.0,60.0,11.0,1455,4232,5687,30
548,2012-07-01,fall,2012,Jul,No,Sun,No,Normal,33.0,38.0,52.0,11.0,1421,4110,5531,01
549,2012-07-02,fall,2012,Jul,No,Mon,Yes,Normal,32.0,35.0,45.0,13.0,904,5323,6227,02
550,2012-07-03,fall,2012,Jul,No,Tue,Yes,Normal,32.0,35.0,49.0,8.0,1052,5608,6660,03
551,2012-07-04,fall,2012,Jul,Yes,Wed,No,Normal,32.0,37.0,54.0,9.0,2562,4841,7403,04
552,2012-07-05,fall,2012,Jul,No,Thr,Yes,Normal,34.0,38.0,46.0,13.0,1405,4836,6241,05
553,2012-07-06,fall,2012,Jul,No,Fri,Yes,Normal,34.0,38.0,45.0,10.0,1366,4841,6207,06
554,2012-07-07,fall,2012,Jul,No,Sat,No,Normal,35.0,40.0,49.0,11.0,1448,3392,4840,07
555,2012-07-08,fall,2012,Jul,No,Sun,No,Normal,34.0,40.0,57.0,8.0,1203,3469,4672,08
556,2012-07-09,fall,2012,Jul,No,Mon,Yes,Moderate,29.0,33.0,68.0,12.0,998,5571,6569,09
557,2012-07-10,fall,2012,Jul,No,Tue,Yes,Moderate,30.0,33.0,67.0,10.0,954,5336,6290,10
558,2012-07-11,fall,2012,Jul,No,Wed,Yes,Normal,29.0,33.0,63.0,10.0,975,6289,7264,11
559,2012-07-12,fall,2012,Jul,No,Thr,Yes,Normal,29.0,33.0,53.0,10.0,1032,6414,7446,12
560,2012-07-13,fall,2012,Jul,No,Fri,Yes,Moderate,30.0,33.0,49.0,5.0,1511,5988,7499,13
561,2012-07-14,fall,2012,Jul,No,Sat,No,Moderate,29.0,33.0,70.0,10.0,2355,4614,6969,14
562,2012-07-15,fall,2012,Jul,No,Sun,No,Normal,31.0,35.0,72.0,11.0,1920,4111,6031,15
563,2012-07-16,fall,2012,Jul,No,Mon,Yes,Normal,31.0,36.0,64.0,11.0,1088,5742,6830,16
564,2012-07-17,fall,2012,Jul,No,Tue,Yes,Normal,34.0,38.0,51.0,8.0,921,5865,6786,17
565,2012-07-18,fall,2012,Jul,No,Wed,Yes,Normal,33.0,37.0,58.0,9.0,799,4914,5713,18
566,2012-07-19,fall,2012,Jul,No,Thr,Yes,Normal,32.0,36.0,60.0,11.0,888,5703,6591,19
567,2012-07-20,fall,2012,Jul,No,Fri,Yes,Moderate,27.0,31.0,84.0,14.0,747,5123,5870,20
568,2012-07-21,fall,2012,Jul,No,Sat,No,Caution,24.0,27.0,87.0,14.0,1264,3195,4459,21
569,2012-07-22,fall,2012,Jul,No,Sun,No,Moderate,27.0,31.0,76.0,6.0,2544,4866,7410,22
570,2012-07-23,fall,2012,Jul,No,Mon,Yes,Normal,30.0,35.0,69.0,9.0,1135,5831,6966,23
571,2012-07-24,fall,2012,Jul,No,Tue,Yes,Normal,31.0,35.0,66.0,14.0,1140,6452,7592,24
572,2012-07-25,fall,2012,Jul,No,Wed,Yes,Normal,30.0,33.0,45.0,11.0,1383,6790,8173,25
573,2012-07-26,fall,2012,Jul,No,Thr,Yes,Normal,32.0,37.0,60.0,19.0,1036,5825,6861,26
574,2012-07-27,fall,2012,Jul,No,Fri,Yes,Normal,32.0,37.0,59.0,10.0,1259,5645,6904,27
575,2012-07-28,fall,2012,Jul,No,Sat,No,Normal,31.0,35.0,61.0,11.0,2234,4451,6685,28
576,2012-07-29,fall,2012,Jul,No,Sun,No,Normal,30.0,33.0,62.0,11.0,2153,4444,6597,29
577,2012-07-30,fall,2012,Jul,No,Mon,Yes,Normal,30.0,34.0,67.0,10.0,1040,6065,7105,30
578,2012-07-31,fall,2012,Jul,No,Tue,Yes,Normal,29.0,33.0,70.0,11.0,968,6248,7216,31
579,2012-08-01,fall,2012,Aug,No,Wed,Yes,Normal,29.0,33.0,68.0,9.0,1074,6506,7580,01
580,2012-08-02,fall,2012,Aug,No,Thr,Yes,Normal,31.0,35.0,66.0,9.0,983,6278,7261,02
581,2012-08-03,fall,2012,Aug,No,Fri,Yes,Moderate,31.0,36.0,64.0,14.0,1328,5847,7175,03
582,2012-08-04,fall,2012,Aug,No,Sat,No,Normal,33.0,38.0,61.0,17.0,2345,4479,6824,04
583,2012-08-05,fall,2012,Aug,No,Sun,No,Normal,32.0,37.0,65.0,19.0,1707,3757,5464,05
584,2012-08-06,fall,2012,Aug,No,Mon,Yes,Moderate,31.0,36.0,65.0,9.0,1233,5780,7013,06
585,2012-08-07,fall,2012,Aug,No,Tue,Yes,Moderate,30.0,35.0,70.0,8.0,1278,5995,7273,07
586,2012-08-08,fall,2012,Aug,No,Wed,Yes,Moderate,31.0,35.0,67.0,7.0,1263,6271,7534,08
587,2012-08-09,fall,2012,Aug,No,Thr,Yes,Normal,31.0,35.0,62.0,10.0,1196,6090,7286,09
588,2012-08-10,fall,2012,Aug,No,Fri,Yes,Moderate,29.0,33.0,72.0,16.0,1065,4721,5786,10
589,2012-08-11,fall,2012,Aug,No,Sat,No,Moderate,28.0,32.0,73.0,14.0,2247,4052,6299,11
590,2012-08-12,fall,2012,Aug,No,Sun,No,Normal,29.0,32.0,53.0,8.0,2182,4362,6544,12
591,2012-08-13,fall,2012,Aug,No,Mon,Yes,Normal,30.0,33.0,55.0,9.0,1207,5676,6883,13
592,2012-08-14,fall,2012,Aug,No,Tue,Yes,Normal,30.0,34.0,69.0,11.0,1128,5656,6784,14
593,2012-08-15,fall,2012,Aug,No,Wed,Yes,Normal,29.0,33.0,62.0,11.0,1198,6149,7347,15
594,2012-08-16,fall,2012,Aug,No,Thr,Yes,Normal,29.0,33.0,52.0,10.0,1338,6267,7605,16
595,2012-08-17,fall,2012,Aug,No,Fri,Yes,Normal,30.0,12.0,57.0,16.0,1483,5665,7148,17
596,2012-08-18,fall,2012,Aug,No,Sat,No,Normal,28.0,31.0,60.0,12.0,2827,5038,7865,18
597,2012-08-19,fall,2012,Aug,No,Sun,No,Moderate,26.0,30.0,71.0,6.0,1208,3341,4549,19
598,2012-08-20,fall,2012,Aug,No,Mon,Yes,Moderate,26.0,30.0,73.0,9.0,1026,5504,6530,20
599,2012-08-21,fall,2012,Aug,No,Tue,Yes,Normal,27.0,30.0,67.0,5.0,1081,5925,7006,21
600,2012-08-22,fall,2012,Aug,No,Wed,Yes,Normal,27.0,31.0,68.0,5.0,1094,6281,7375,22
601,2012-08-23,fall,2012,Aug,No,Thr,Yes,Normal,29.0,32.0,64.0,6.0,1363,6402,7765,23
602,2012-08-24,fall,2012,Aug,No,Fri,Yes,Moderate,29.0,32.0,62.0,5.0,1325,6257,7582,24
603,2012-08-25,fall,2012,Aug,No,Sat,No,Moderate,27.0,31.0,71.0,16.0,1829,4224,6053,25
604,2012-08-26,fall,2012,Aug,No,Sun,No,Moderate,27.0,30.0,85.0,15.0,1483,3772,5255,26
605,2012-08-27,fall,2012,Aug,No,Mon,Yes,Normal,29.0,33.0,73.0,9.0,989,5928,6917,27
606,2012-08-28,fall,2012,Aug,No,Tue,Yes,Normal,30.0,33.0,62.0,13.0,935,6105,7040,28
607,2012-08-29,fall,2012,Aug,No,Wed,Yes,Normal,28.0,32.0,55.0,8.0,1177,6520,7697,29
608,2012-08-30,fall,2012,Aug,No,Thr,Yes,Normal,29.0,33.0,59.0,5.0,1172,6541,7713,30
609,2012-08-31,fall,2012,Aug,No,Fri,Yes,Normal,31.0,34.0,59.0,11.0,1433,5917,7350,31
610,2012-09-01,fall,2012,Sep,No,Sat,No,Moderate,31.0,35.0,64.0,8.0,2352,3788,6140,01
611,2012-09-02,fall,2012,Sep,No,Sun,No,Moderate,29.0,32.0,82.0,4.0,2613,3197,5810,02
612,2012-09-03,fall,2012,Sep,Yes,Mon,No,Normal,29.0,33.0,79.0,10.0,1965,4069,6034,03
613,2012-09-04,fall,2012,Sep,No,Tue,Yes,Normal,30.0,34.0,76.0,16.0,867,5997,6864,04
614,2012-09-05,fall,2012,Sep,No,Wed,Yes,Normal,30.0,35.0,74.0,13.0,832,6280,7112,05
615,2012-09-06,fall,2012,Sep,No,Thr,Yes,Moderate,29.0,33.0,81.0,10.0,611,5592,6203,06
616,2012-09-07,fall,2012,Sep,No,Fri,Yes,Normal,29.0,33.0,74.0,12.0,1045,6459,7504,07
617,2012-09-08,fall,2012,Sep,No,Sat,No,Moderate,27.0,31.0,80.0,19.0,1557,4419,5976,08
618,2012-09-09,fall,2012,Sep,No,Sun,No,Normal,25.0,29.0,55.0,15.0,2570,5657,8227,09
619,2012-09-10,fall,2012,Sep,No,Mon,Yes,Normal,24.0,28.0,50.0,17.0,1118,6407,7525,10
620,2012-09-11,fall,2012,Sep,No,Tue,Yes,Normal,24.0,28.0,52.0,6.0,1070,6697,7767,11
621,2012-09-12,fall,2012,Sep,No,Wed,Yes,Normal,25.0,29.0,58.0,9.0,1050,6820,7870,12
622,2012-09-13,fall,2012,Sep,No,Thr,Yes,Normal,25.0,29.0,64.0,6.0,1054,6750,7804,13
623,2012-09-14,fall,2012,Sep,No,Fri,Yes,Normal,26.0,30.0,67.0,7.0,1379,6630,8009,14
624,2012-09-15,fall,2012,Sep,No,Sat,No,Normal,25.0,29.0,50.0,17.0,3160,5554,8714,15
625,2012-09-16,fall,2012,Sep,No,Sun,No,Normal,24.0,28.0,57.0,6.0,2166,5167,7333,16
626,2012-09-17,fall,2012,Sep,No,Mon,Yes,Moderate,24.0,28.0,73.0,10.0,1022,5847,6869,17
627,2012-09-18,fall,2012,Sep,No,Tue,Yes,Moderate,26.0,28.0,87.0,24.0,371,3702,4073,18
628,2012-09-19,fall,2012,Sep,No,Wed,Yes,Normal,23.0,27.0,54.0,14.0,788,6803,7591,19
629,2012-09-20,fall,2012,Sep,No,Thr,Yes,Normal,22.0,27.0,62.0,8.0,939,6781,7720,20
630,2012-09-21,fall,2012,Sep,No,Fri,Yes,Normal,25.0,29.0,67.0,10.0,1250,6917,8167,21
631,2012-09-22,fall,2012,Sep,No,Sat,No,Normal,27.0,31.0,65.0,19.0,2512,5883,8395,22
632,2012-09-23,winter,2012,Sep,No,Sun,No,Normal,22.0,26.0,47.0,15.0,2454,5453,7907,23
633,2012-09-24,winter,2012,Sep,No,Mon,Yes,Normal,21.0,25.0,49.0,10.0,1001,6435,7436,24
634,2012-09-25,winter,2012,Sep,No,Tue,Yes,Normal,23.0,27.0,57.0,16.0,845,6693,7538,25
635,2012-09-26,winter,2012,Sep,No,Wed,Yes,Normal,26.0,30.0,63.0,16.0,787,6946,7733,26
636,2012-09-27,winter,2012,Sep,No,Thr,Yes,Moderate,27.0,30.0,69.0,9.0,751,6642,7393,27
637,2012-09-28,winter,2012,Sep,No,Fri,Yes,Moderate,25.0,29.0,69.0,11.0,1045,6370,7415,28
638,2012-09-29,winter,2012,Sep,No,Sat,No,Normal,22.0,27.0,54.0,15.0,2589,5966,8555,29
639,2012-09-30,winter,2012,Sep,No,Sun,No,Normal,22.0,26.0,58.0,9.0,2015,4874,6889,30
640,2012-10-01,winter,2012,Oct,No,Mon,Yes,Moderate,21.0,26.0,65.0,6.0,763,6015,6778,01
641,2012-10-02,winter,2012,Oct,No,Tue,Yes,Caution,24.0,27.0,87.0,7.0,315,4324,4639,02
642,2012-10-03,winter,2012,Oct,No,Wed,Yes,Moderate,27.0,30.0,79.0,4.0,728,6844,7572,03
643,2012-10-04,winter,2012,Oct,No,Thr,Yes,Moderate,27.0,30.0,72.0,8.0,891,6437,7328,04
644,2012-10-05,winter,2012,Oct,No,Fri,Yes,Normal,25.0,29.0,63.0,7.0,1516,6640,8156,05
645,2012-10-06,winter,2012,Oct,No,Sat,No,Normal,23.0,27.0,66.0,18.0,3031,4934,7965,06
646,2012-10-07,winter,2012,Oct,No,Sun,No,Moderate,17.0,21.0,71.0,9.0,781,2729,3510,07
647,2012-10-08,winter,2012,Oct,Yes,Mon,No,Moderate,16.0,19.0,71.0,13.0,874,4604,5478,08
648,2012-10-09,winter,2012,Oct,No,Tue,Yes,Moderate,18.0,22.0,76.0,13.0,601,5791,6392,09
649,2012-10-10,winter,2012,Oct,No,Wed,Yes,Normal,21.0,25.0,63.0,13.0,780,6911,7691,10
650,2012-10-11,winter,2012,Oct,No,Thr,Yes,Normal,18.0,22.0,46.0,12.0,834,6736,7570,11
651,2012-10-12,winter,2012,Oct,No,Fri,Yes,Normal,18.0,22.0,54.0,16.0,1060,6222,7282,12
652,2012-10-13,winter,2012,Oct,No,Sat,No,Normal,16.0,20.0,49.0,10.0,2252,4857,7109,13
653,2012-10-14,winter,2012,Oct,No,Sun,No,Normal,21.0,25.0,64.0,19.0,2080,4559,6639,14
654,2012-10-15,winter,2012,Oct,No,Mon,Yes,Moderate,23.0,27.0,71.0,20.0,760,5115,5875,15
655,2012-10-16,winter,2012,Oct,No,Tue,Yes,Normal,19.0,23.0,56.0,12.0,922,6612,7534,16
656,2012-10-17,winter,2012,Oct,No,Wed,Yes,Normal,19.0,23.0,69.0,7.0,979,6482,7461,17
657,2012-10-18,winter,2012,Oct,No,Thr,Yes,Moderate,21.0,26.0,73.0,16.0,1008,6501,7509,18
658,2012-10-19,winter,2012,Oct,No,Fri,Yes,Moderate,23.0,27.0,82.0,9.0,753,4671,5424,19
659,2012-10-20,winter,2012,Oct,No,Sat,No,Normal,20.0,24.0,57.0,8.0,2806,5284,8090,20
660,2012-10-21,winter,2012,Oct,No,Sun,No,Normal,19.0,23.0,51.0,11.0,2132,4692,6824,21
661,2012-10-22,winter,2012,Oct,No,Mon,Yes,Normal,20.0,24.0,57.0,5.0,830,6228,7058,22
662,2012-10-23,winter,2012,Oct,No,Tue,Yes,Normal,22.0,27.0,64.0,6.0,841,6625,7466,23
663,2012-10-24,winter,2012,Oct,No,Wed,Yes,Normal,24.0,28.0,64.0,5.0,795,6898,7693,24
664,2012-10-25,winter,2012,Oct,No,Thr,Yes,Moderate,23.0,26.0,80.0,8.0,875,6484,7359,25
665,2012-10-26,winter,2012,Oct,No,Fri,Yes,Moderate,22.0,26.0,81.0,9.0,1182,6262,7444,26
666,2012-10-27,winter,2012,Oct,No,Sat,No,Moderate,22.0,26.0,72.0,16.0,2643,5209,7852,27
667,2012-10-28,winter,2012,Oct,No,Sun,No,Moderate,20.0,23.0,69.0,26.0,998,3461,4459,28
668,2012-10-29,winter,2012,Oct,No,Mon,Yes,Caution,18.0,22.0,88.0,24.0,2,20,22,29
669,2012-10-30,winter,2012,Oct,No,Tue,Yes,Moderate,13.0,15.0,83.0,14.0,87,1009,1096,30
670,2012-10-31,winter,2012,Oct,No,Wed,Yes,Moderate,15.0,18.0,67.0,11.0,419,5147,5566,31
671,2012-11-01,winter,2012,Nov,No,Thr,Yes,Moderate,15.0,18.0,58.0,11.0,466,5520,5986,01
672,2012-11-02,winter,2012,Nov,No,Fri,Yes,Normal,15.0,18.0,52.0,18.0,618,5229,5847,02
673,2012-11-03,winter,2012,Nov,No,Sat,No,Moderate,14.0,16.0,49.0,18.0,1029,4109,5138,03
674,2012-11-04,winter,2012,Nov,No,Sun,No,Normal,13.0,16.0,53.0,12.0,1201,3906,5107,04
675,2012-11-05,winter,2012,Nov,No,Mon,Yes,Normal,13.0,15.0,49.0,16.0,378,4881,5259,05
676,2012-11-06,winter,2012,Nov,No,Tue,Yes,Normal,12.0,14.0,57.0,12.0,466,5220,5686,06
677,2012-11-07,winter,2012,Nov,No,Wed,Yes,Moderate,12.0,14.0,55.0,20.0,326,4709,5035,07
678,2012-11-08,winter,2012,Nov,No,Thr,Yes,Normal,14.0,17.0,33.0,23.0,340,4975,5315,08
679,2012-11-09,winter,2012,Nov,No,Fri,Yes,Normal,15.0,18.0,54.0,14.0,709,5283,5992,09
680,2012-11-10,winter,2012,Nov,No,Sat,No,Normal,16.0,20.0,65.0,4.0,2090,4446,6536,10
681,2012-11-11,winter,2012,Nov,No,Sun,No,Normal,17.0,21.0,66.0,9.0,2290,4562,6852,11
682,2012-11-12,winter,2012,Nov,Yes,Mon,No,Normal,20.0,24.0,74.0,12.0,1097,5172,6269,12
683,2012-11-13,winter,2012,Nov,No,Tue,Yes,Moderate,14.0,16.0,66.0,23.0,327,3767,4094,13
684,2012-11-14,winter,2012,Nov,No,Wed,Yes,Normal,12.0,14.0,55.0,13.0,373,5122,5495,14
685,2012-11-15,winter,2012,Nov,No,Thr,Yes,Moderate,13.0,16.0,62.0,10.0,320,5125,5445,15
686,2012-11-16,winter,2012,Nov,No,Fri,Yes,Normal,14.0,17.0,52.0,11.0,484,5214,5698,16
687,2012-11-17,winter,2012,Nov,No,Sat,No,Normal,13.0,16.0,55.0,12.0,1313,4316,5629,17
688,2012-11-18,winter,2012,Nov,No,Sun,No,Normal,14.0,17.0,69.0,15.0,922,3747,4669,18
689,2012-11-19,winter,2012,Nov,No,Mon,Yes,Moderate,16.0,19.0,62.0,16.0,449,5050,5499,19
690,2012-11-20,winter,2012,Nov,No,Tue,Yes,Moderate,15.0,19.0,68.0,6.0,534,5100,5634,20
691,2012-11-21,winter,2012,Nov,No,Wed,Yes,Normal,14.0,18.0,61.0,7.0,615,4531,5146,21
692,2012-11-22,winter,2012,Nov,Yes,Thr,No,Normal,14.0,18.0,58.0,4.0,955,1470,2425,22
693,2012-11-23,winter,2012,Nov,No,Fri,Yes,Normal,15.0,19.0,57.0,10.0,1603,2307,3910,23
694,2012-11-24,winter,2012,Nov,No,Sat,No,Normal,11.0,12.0,40.0,25.0,532,1745,2277,24
695,2012-11-25,winter,2012,Nov,No,Sun,No,Normal,10.0,13.0,47.0,10.0,309,2115,2424,25
696,2012-11-26,winter,2012,Nov,No,Mon,Yes,Normal,13.0,17.0,54.0,3.0,337,4750,5087,26
697,2012-11-27,winter,2012,Nov,No,Tue,Yes,Moderate,12.0,14.0,79.0,16.0,123,3836,3959,27
698,2012-11-28,winter,2012,Nov,No,Wed,Yes,Normal,12.0,14.0,51.0,14.0,198,5062,5260,28
699,2012-11-29,winter,2012,Nov,No,Thr,Yes,Normal,12.0,15.0,56.0,8.0,243,5080,5323,29
700,2012-11-30,winter,2012,Nov,No,Fri,Yes,Normal,12.0,16.0,65.0,4.0,362,5306,5668,30
701,2012-12-01,winter,2012,Dec,No,Sat,No,Moderate,12.0,16.0,81.0,4.0,951,4240,5191,01
702,2012-12-02,winter,2012,Dec,No,Sun,No,Moderate,14.0,18.0,82.0,8.0,892,3757,4649,02
703,2012-12-03,winter,2012,Dec,No,Mon,Yes,Normal,19.0,23.0,77.0,6.0,555,5679,6234,03
704,2012-12-04,winter,2012,Dec,No,Tue,Yes,Normal,20.0,23.0,73.0,12.0,551,6055,6606,04
705,2012-12-05,winter,2012,Dec,No,Wed,Yes,Normal,18.0,21.0,48.0,22.0,331,5398,5729,05
706,2012-12-06,winter,2012,Dec,No,Thr,Yes,Normal,10.0,13.0,51.0,12.0,340,5035,5375,06
707,2012-12-07,winter,2012,Dec,No,Fri,Yes,Moderate,13.0,16.0,76.0,9.0,349,4659,5008,07
708,2012-12-08,winter,2012,Dec,No,Sat,No,Moderate,16.0,19.0,91.0,7.0,1153,4429,5582,08
